appid,name,type,required_age,is_free,short_description,capsule_image,developers,publishers,release_date,platforms,metacritic_score,categories,genres,price,movies,os,simplified_os,os_rank,cpu_unorganised,cpu,cpu_rank,gpu_unorganised,gpu,gpu_rank,ram,ram_gb,storage,storage_gb,number_downloads_old,game_revenue_sales,RAND,number_downloads
240,Counter-Strike: Source,game,0,FALSE,Counter-strike: source blends counter-strike's award-winning teamplay action with the advanced technology of source™ technology.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/240/capsule_231x87.jpg?t=1729702412,Valve,Valve,"Nov 1, 2004","windows, mac, linux",88,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Family Sharing",Action,9.99,,Windows 7 (32/64-bit)/Vista/XP,Windows XP,1,"Pentium 4 processor (3.0GHz, or better)",Pentium Series,27,9 level Graphics Card,Generic Graphics Card / Video Memory,0,1 GB RAM,1,2 GB,2,15000000,149683966.2,-16620,14983380
892970,Valheim,game,0,FALSE,"A brutal exploration and survival game for 1-10 players, set in a procedurally-generated purgatory inspired by viking culture. battle, build, and conquer your way to a saga worthy of odin’s patronage!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892970/9cc7dfa4f0742723ffe9f9026547b223bba6d149/capsule_231x87_alt_assets_4.jpg?t=1732095031,Iron Gate AB,Coffee Stain Publishing,"Feb 2, 2021","windows, mac, linux",,"Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Remote Play on Tablet, Family Sharing","Action, Adventure, Indie, RPG, Early Access",19.99,http://video.akamai.steamstatic.com/store_trailers/257023147/movie_max_vp9.webm?t=1715688262,Windows 7 or later,Windows 7,3,i5 3GHz or Ryzen 5 3GHz,"i5 6600K Series, Ryzen 5 1600K Series",68,GeForce GTX 1060 or Radeon RX 580,"Nvidia GTX 1060 Series, AMD RX 580 Series",7,16 GB RAM,16,1 GB,1,35000000,687450003.1,-610305,34389695
990080,Hogwarts Legacy,game,0,FALSE,"Hogwarts legacy is an immersive, open-world action rpg. now you can take control of the action and be at the center of your own adventure in the wizarding world.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/990080/capsule_231x87.jpg?t=1717689083,Avalanche Software,Warner Bros. Games,"Feb 10, 2023","windows, mac, linux",83,"Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, HDR available, Family Sharing","Action, Adventure, RPG",59.99,http://video.akamai.steamstatic.com/store_trailers/256930503/movie_max_vp9.webm?t=1676412597,64-bit Windows 10,Windows 10,5,Intel Core i7-8700 (3.2Ghz) or AMD Ryzen 5 3600 (3.6 Ghz),"i7 8700K Series, Ryzen 5 3600K Series",92,NVIDIA GeForce 1080 Ti or AMD Radeon RX 5700 XT or INTEL Arc A770,"Nvidia GeForce 1080 Series, AMD RX 5700 Series, Intel Arc a770 Series",7,16 GB RAM,16,85 GB,85,15000000,948483353.1,810691,15810691
10,Counter-Strike,game,0,FALSE,Play the world's number 1 online action game. engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. ally with teammates to complete strategic missions. take out enemy sites. rescue hostages. your role affects your team's success. your team's success affects your role.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/10/capsule_231x87.jpg?t=1729702322,Valve,Valve,"Nov 1, 2000","windows, mac, linux",88,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Valve Anti-Cheat enabled, Family Sharing",Action,9.99,,Windows XP,Windows XP,1,800 mhz processor,Other/Uncategorized,23,32mb+ video card,Generic Graphics Card / Video Memory,0,128 MB RAM,0.128,2 GB,2,15000000,159705604.5,986547,15986547
433850,Z1 Battle Royale,game,0,TRUE,"Z1 battle royale is a free to play, fast-paced, action arcade, competitive battle royale. staying true to its &quot;king of the kill&quot; roots, the game has been revamped and restored to the classic feel, look, and gameplay everyone fell in love with. play solo, duos, or fives and be the last ones standing.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/433850/capsule_231x87.jpg?t=1579626820,Daybreak Game Company,Daybreak Game Company,"Feb 28, 2018","windows, mac, linux",70,"Multi-player, PvP, Online PvP, In-App Purchases","Action, Adventure, Free To Play, Massively Multiplayer",0.00,,"Windows 7, 8, 8.1, 10 (64 bit only)",Windows 7,3,Intel Core i5-6600K / AMD Ryzen 5 1600,"i5 6600K Series, Ryzen 5 1600K Series",73,NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB or higher,Nvidia GTX 960 Series,6,8 GB RAM,8,20 GB,20,15000000,0,1014277,16014277
553850,HELLDIVERS™ 2,game,17,FALSE,"The galaxy’s last line of offence. enlist in the helldivers and join the fight for freedom across a hostile galaxy in a fast, frantic, and ferocious third-person shooter.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/553850/capsule_231x87.jpg?t=1730884635,Arrowhead Game Studios,PlayStation Publishing LLC,"Feb 8, 2024","windows, mac, linux",,"Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Family Sharing",Action,39.99,http://video.akamai.steamstatic.com/store_trailers/256994373/movie_max_vp9.webm?t=1705428404,Windows 10,Windows 10,5,Intel Core i7-9700K or AMD Ryzen 7 3700X,"i7 9700K Series, Ryzen 7 3700K Series",97,NVIDIA GeForce RTX 2060 or AMD Radeon RX 6600XT,"Nvidia RTX 2060 Series, AMD RX 6600 Series",8,16 GB RAM,16,100 GB,100,35000000,1273633392,-3151203,31848797
1623730,Palworld,game,0,FALSE,"Fight, farm, build and work alongside mysterious creatures called &quot;pals&quot; in this completely new multiplayer, open world survival and crafting game!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1623730/4f823e476ad290ad4f19763e7d800723df422dfa/capsule_231x87.jpg?t=1728458632,Pocketpair,Pocketpair,"Jan 18, 2024","windows, mac, linux",,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG, Early Access",22.49,http://video.akamai.steamstatic.com/store_trailers/257063169/movie_max_vp9.webm?t=1728458616,Windows 10 or later (64-Bit),Windows 10,5,i9-9900K 3.6 GHz 8 Core,i9 9900K Series,100,GeForce RTX 2070,Nvidia RTX 2070 Series,8,32 GB RAM,32,40 GB,40,75000000,1632352492,-2418742,72581258
552990,World of Warships,game,0,TRUE,"Immerse yourself in thrilling naval battles and assemble an armada of over 600 ships from the first half of the 20th century — from stealthy destroyers to gigantic battleships. change the look of your ship, choose upgrades to suit your play style, and go into battle with other players!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/552990/1cd9478463ddb3490b88117dd2d7d7cbe9ecd02a/capsule_231x87.jpg?t=1732186574,Wargaming Group Limited,Wargaming Group Limited,"Nov 15, 2017","windows, mac, linux",81,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud","Action, Massively Multiplayer, Simulation, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256841936/movie_max_vp9.webm?t=1719952048,Windows 7 x64 / 8.1 / 10 / 11,Windows 7,3,"Intel Core i5-10400 2.9GHz,  AMD Ryzen 5 3600 3.6 GHz","i5 10400K Series, Ryzen 5 3600K Series",78,"NVIDIA GeForce GTX 770, AMD Radeon RX 570 ; 4GB VRAM","Nvidia GTX 770 Series, AMD RX 570 Series",5,8 GB RAM,8,63 GB,63,15000000,0,-1389458,13610542
899770,Last Epoch,game,0,FALSE,"Uncover the past, reforge the future. ascend into one of 15 mastery classes and explore dangerous dungeons, hunt epic loot, craft legendary weapons, and wield the power of over a hundred transformative skill trees. last epoch is being developed by a team of passionate action rpg enthusiasts.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/899770/7b349f115c9b3d82aae00ca97138d00a89f8fce9/capsule_231x87.jpg?t=1732045198,Eleventh Hour Games,Eleventh Hour Games,"Feb 21, 2024","windows, mac, linux",80,"Single-player, Multi-player, Co-op, Online Co-op, In-App Purchases, Partial Controller Support, Steam Cloud","Action, Adventure, Indie, RPG",27.99,http://video.akamai.steamstatic.com/store_trailers/257033551/movie_max_vp9.webm?t=1719335274,Windows 10,Windows 10,5,Intel Core i5 6500 or AMD Ryzen 3 1200,"i5 6500K Series, Ryzen 3 1200K Series",64,nVidia RTX 3060 or AMD RX 6600-XT with 6GB+ GB of VRAM,"Nvidia RTX 3060 Series, AMD RX 6600 Series",9,16 GB RAM,16,22 GB,22,35000000,1018411840,1384846,36384846
239140,Dying Light,game,17,FALSE,"First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. roam a city devastated by a mysterious virus epidemic. scavenge for supplies, craft weapons, and face hordes of the infected.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/239140/capsule_231x87.jpg?t=1728908613,Techland,Techland,"Jul 15, 2021","windows, mac, linux",87,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, RPG",19.99,http://video.akamai.steamstatic.com/store_trailers/257022021/movie_max_vp9.webm?t=1715275593,Windows 7 64-bit / Windows 8 64-bit / Windows 8.1 64-bit,Windows 7,3,Intel Core i5-4670K @3.4 GHz / AMD FX-8350 @4.0 GHz,"i5 4670K Series, FX 8350K Series",62,NVIDIA GeForce GTX 780 / AMD Radeon R9 290 (2GB VRAM),Nvidia GTX 780 Series,5,8 GB RAM,8,40 GB,40,15000000,310709767.4,543260,15543260
320,Half-Life 2: Deathmatch,game,0,FALSE,Fast multiplayer action set in the half-life 2 universe! hl2's physics adds a new dimension to deathmatch play. play straight deathmatch or try combine vs. resistance teamplay. toss a toilet at your friend today!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/320/capsule_231x87.jpg?t=1731706641,Valve,Valve,"Nov 1, 2004","windows, mac, linux",,"Multi-player, Valve Anti-Cheat enabled, Includes Source SDK, Family Sharing",Action,0.00,,Windows XP,Windows XP,1,2.4 GHz Processor,Other/Uncategorized,23,DirectX 9 level graphics card,DirectX 9,5,512 MB RAM,0.512,2 GB,2,15000000,0,329998,15329998
730,Counter-Strike 2,game,0,TRUE,"For over two decades, counter-strike has offered an elite competitive experience, one shaped by millions of players from across the globe. and now the next chapter in the cs story is about to begin. this is counter-strike 2.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/730/capsule_231x87.jpg?t=1729703045,Valve,Valve,"Aug 21, 2012","windows, mac, linux",,"Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Steam Timeline","Action, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256972298/movie_max_vp9.webm?t=1696005467,Windows 10,Windows 10,5,4 hardware CPU threads - Intel Core i5 750 or higher,i5 7500K Series,74,Video card must be 1 GB or more and should be a DirectX 11-compatible with support for Shader Model 5.0,DirectX 11,7,8 GB RAM,8,85 GB,85,75000000,0,6538871,81538871
648800,Raft,game,0,FALSE,"Raft™ throws you and your friends into an epic oceanic adventure! alone or together, players battle to survive a perilous voyage across a vast sea! gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/648800/capsule_231x87.jpg?t=1727184011,Redbeet Interactive,Axolot Games,"Jun 20, 2022","windows, mac, linux",,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing","Adventure, Indie, Simulation",19.99,http://video.akamai.steamstatic.com/store_trailers/256892239/movie_max_vp9.webm?t=1655744106,Windows 7 or later,Windows 7,3,Intel Core i5-6600 3.3GHz or similar,i5 6600K Series,65,GeForce GTX 1050 series or similar,Nvidia GTX 1050 Series,7,8 GB RAM,8,10 GB,10,15000000,274786558,-1253799,13746201
292030,The Witcher 3: Wild Hunt,game,18,FALSE,"You are geralt of rivia, mercenary monster slayer. before you stands a war-torn, monster-infested continent you can explore at will. your current contract? tracking down ciri — the child of prophecy, a living weapon that can alter the shape of the world.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/292030/capsule_231x87.jpg?t=1730212926,CD PROJEKT RED,CD PROJEKT RED,"May 18, 2015","windows, mac, linux",93,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",RPG,39.99,http://video.akamai.steamstatic.com/store_trailers/256927226/movie_max_vp9.webm?t=1674829926,64-bit Windows 10/11,Windows 10,5,Intel Core i5-7400 / Ryzen 5 1600,"i5 7400K Series, Ryzen 5 1600K Series",73,Nvidia GTX 1070 / Radeon RX 480,"Nvidia GTX 1070 Series, AMD RX 480 Series",7,8 GB RAM,8,50 GB,50,15000000,613269564.3,335573,15335573
70,Half-Life,game,0,FALSE,"Named game of the year by over 50 publications, valve's debut title blends action and adventure with award-winning technology to create a frighteningly realistic world where players must think to survive. also includes an exciting multiplayer mode that allows you to play against friends and enemies around the world.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/70/25bee0c9572a4f0dc4de6c773c54d067a4204760/capsule_231x87.jpg?t=1732327059,Valve,Valve,"Nov 19, 1998","windows, mac, linux",96,"Single-player, Multi-player, PvP, Online PvP, Full controller support, Steam Cloud, Valve Anti-Cheat enabled, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",Action,9.99,,Windows XP,Windows XP,1,800 mhz processor,Other/Uncategorized,23,32mb+ video card,Generic Graphics Card / Video Memory,0,128 MB RAM,0.128,2 GB,2,15000000,140662556.6,-919664,14080336
1966720,Lethal Company,game,0,FALSE,A co-op horror about scavenging at abandoned moons to sell scrap to the company.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1966720/capsule_231x87.jpg?t=1723894859,Zeekerss,Zeekerss,"Oct 23, 2023","windows, mac, linux",,"Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Family Sharing","Action, Adventure, Indie, Early Access",9.99,http://video.akamai.steamstatic.com/store_trailers/256961309/movie_max_vp9.webm?t=1690909590,Windows 10,Windows 10,5,Intel Core i5-7400 CPU @ 3.00GHz ; Shader Model 5,i5 7400K Series,73,NVIDIA GForce GTX 1050,Nvidia GTX 1050 Series,7,,1,2 GB,2,15000000,139014606.2,-1084624,13915376
440,Team Fortress 2,game,0,TRUE,"Nine distinct classes provide a broad range of tactical abilities and personalities. constantly updated with new game modes, maps, equipment and, most importantly, hats!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/440/capsule_231x87.jpg?t=1729702978,Valve,Valve,"Oct 10, 2017","windows, mac, linux",92,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, In-App Purchases, Partial Controller Support, Valve Anti-Cheat enabled, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet","Action, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256698790/movie_max.webm?t=1682961253,Windows 7 (32/64-bit),Windows 7,3,"Pentium 4 processor (3.0GHz, or better)",Pentium Series,27,DirectX Version 8.1,DirectX Version 8,3,1 GB RAM,1,15 GB,15,75000000,0,1614052,76614052
242760,The Forest,game,0,FALSE,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. build, explore, survive in this terrifying first person survival horror simulator.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242760/capsule_231x87.jpg?t=1699381053,Endnight Games Ltd,Endnight Games Ltd,"Apr 04, 2018","windows, mac, linux",83,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Partial Controller Support, Steam Cloud, Family Sharing","Action, Adventure, Indie, Simulation",19.99,http://video.akamai.steamstatic.com/store_trailers/256715589/movie_max.webm?t=1525039057,Windows 7,Windows 7,3,Quad Core Processor,Quad Core Series,37,NVIDIA GeForce GTX 560,Nvidia GTX 560 Series,3,4 GB RAM,4,5 GB,5,35000000,714744249.1,755090,35755090
1086940,Baldur's Gate 3,game,18,FALSE,"Baldur’s gate 3 is a story-rich, party-based rpg set in the universe of dungeons &amp; dragons, where your choices shape a tale of fellowship and betrayal, survival and sacrifice, and the lure of absolute power.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1086940/capsule_231x87.jpg?t=1725654125,Larian Studios,Larian Studios,"Aug 03, 2023","windows, mac, linux",96,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","Adventure, RPG, Strategy",59.99,http://video.akamai.steamstatic.com/store_trailers/256987424/movie_max_vp9.webm?t=1702007645,Windows 10 64-bit,Windows 10,5,Intel i7 8700K / AMD r5 3600,"i7 8700K Series, Ryzen 5 3600K Series",93,Nvidia 2060 Super / RX 5700 XT (8GB+ of VRAM),"Nvidia GeForce 2060 Series, AMD RX 5700 Series",8,16 GB RAM,16,150 GB,150,35000000,2082051814,-293352,34706648
594650,Hunt: Showdown 1896,game,17,FALSE,"Hunt: showdown 1896 is a new era of the addictively unforgiving extraction shooter. in corrupted backwaters lost to history, fight back alone – or with friends – against timeless evil. twisted monsters and other ruthless hunters stand between you and your bounty. risk everything as hunt consumes you",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/594650/a4e82ae87d5f2f91b8d557984f0130bfb66b1f20/capsule_231x87_alt_assets_18.jpg?t=1732201858,Crytek,Crytek,"Aug 27, 2018","windows, mac, linux",81,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Leaderboards, Remote Play on Tablet, Remote Play on TV",Action,29.99,http://video.akamai.steamstatic.com/store_trailers/257064072/movie_max_vp9.webm?t=1728660255,Windows 11 64 bit,Windows 11,6,Intel CPU 8th Gen 8700 / AMD Ryzen 5 2700,"i7 8700K Series, Ryzen 5 2700K Series",91,"RTX 2060 Super / AMD 6600 XT, with a minimum of 8GB of VRAM",Nvidia RTX 2060 Series,8,12 GB RAM,12,75 GB,75,15000000,445223472.7,-154269,14845731
250900,The Binding of Isaac: Rebirth,game,0,FALSE,"The binding of isaac: rebirth is a randomly generated action rpg shooter with heavy rogue-like elements. following isaac on his journey players will find bizarre treasures that change isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/250900/capsule_231x87.jpg?t=1731977365,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.","Nov 4, 2014","windows, mac, linux",,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",Action,14.99,http://video.akamai.steamstatic.com/store_trailers/2034156/movie_max.webm?t=1447363402,Windows 8 / 7 / Vista / XP,Windows XP,1,2.4 GHz Quad Core 2.0 (or higher),Quad Core Series,37,"Intel HD Graphics 4000 and higher, ATI Radeon HD-Series 4650 and higher, Nvidia GeForce 2xx-Series and up",Nvidia GeForce 2 Series,1,8 GB RAM,8,449 MB,0.449,15000000,226798160.4,129964,15129964
1517290,Battlefield™ 2042,game,17,FALSE,Battlefield™ 2042 is a first-person shooter that marks the return to the iconic all-out warfare of the franchise.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1517290/capsule_231x87.jpg?t=1730826966,DICE,Electronic Arts,"Nov 19, 2021","windows, mac, linux",,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, HDR available","Action, Adventure, Casual",59.99,http://video.akamai.steamstatic.com/store_trailers/257068425/movie_max_vp9.webm?t=1729889023,64-bit Windows 10,Windows 10,5,"AMD Ryzen 7 2700X, Intel Core i7 4790","i7 4790K Series, Ryzen 7 2700K Series",87,"AMD Radeon RX 6600 XT, Nvidia GeForce RTX 3060","Nvidia RTX 3060 Series, AMD RX 6600 Series",9,16 GB RAM,16,100 GB,100,15000000,896218145.4,-60541,14939459
400,Portal,game,0,FALSE,"Portal™ is a new single player game from valve. set in the mysterious aperture science laboratories, portal has been called one of the most innovative new games on the horizon and will offer gamers hours of unique gameplay.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/400/capsule_231x87.jpg?t=1726252771,Valve,Valve,"Oct 10, 2007","windows, mac, linux",90,"Single-player, Steam Achievements, Full controller support, Captions available, Includes level editor, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",Action,9.99,http://video.akamai.steamstatic.com/store_trailers/922/movie_max.webm?t=1682715059,Windows 7 (32/64-bit)/Vista/XP,Windows XP,1,"Pentium 4 processor (3.0GHz, or better)",Pentium Series,27,9 level Graphics Card,Generic Graphics Card / Video Memory,0,1 GB RAM,1,2 GB,2,15000000,138857223.8,-1100378,13899622
1811260,EA SPORTS™ FIFA 23,game,0,FALSE,"Fifa 23 brings the world’s game to the pitch, with hypermotion2 technology, men’s and women’s fifa world cup™, women’s club teams, cross-play features**, and more.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1811260/capsule_231x87.jpg?t=1712678770,EA Canada & EA Romania,Electronic Arts,"Sep 30, 2022","windows, mac, linux",,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","Simulation, Sports",0.00,http://video.akamai.steamstatic.com/store_trailers/256942523/movie_max_vp9.webm?t=1682117044,Windows 10 - 64-Bit (Latest Update),Windows 10,5,Intel Core i7 6700 or AMD Ryzen 7 2700X,"i7 6700K Series, Ryzen 7 2700K Series",89,NVIDIA GeForce GTX 1660 or AMD Radeon RX 5600 XT,"Nvidia GTX 1660 Series, AMD RX 5600 Series",6,12 GB RAM,12,100 GB,100,7500000,0,263499,7763499
1085660,Destiny 2,game,0,TRUE,"Destiny 2 is an action mmo with a single evolving world that you and your friends can join anytime, anywhere, absolutely free.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1085660/capsule_231x87.jpg?t=1731537397,Bungie,Bungie,"Oct 01, 2019","windows, mac, linux",83,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support","Action, Adventure, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/257033482/movie_max_vp9.webm?t=1719265609,Windows 10 64-bit (latest Service Pack),Windows 10,5,Processor Intel Core i5 2400 3.4 GHz or i5 7400 3.5 GHz / AMD Ryzen R5 1600X 3.6 GHz,i5 2400K Series,47,NVIDIA GeForce GTX 970 4GB or GTX 1060 6GB / AMD R9 390 8GB Memory 8 GB RAM,Nvidia GTX 1060 Series,7,8 GB RAM,8,105 GB,105,35000000,0,-1121492,33878508
304930,Unturned,game,0,TRUE,"You're a survivor in the zombie infested ruins of society, and must work with your friends and forge alliances to remain among the living.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/304930/capsule_231x87.jpg?t=1728506406,Smartly Dressed Games,Smartly Dressed Games,"Jul 7, 2017","windows, mac, linux",,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Remote Play on Tablet","Action, Adventure, Casual, Indie, Free To Play",0.00,http://video.akamai.steamstatic.com/store_trailers/256688960/movie_max.webm?t=1688148646,Windows 10 64-bit,Windows 10,5,4 GHz,Other/Uncategorized,23,Direct X Version 11,Other/Uncategorized,0,16 GB RAM,16,6 GB,6,75000000,0,-836937,74163063
526870,Satisfactory,game,0,FALSE,"Satisfactory is a first-person open-world factory building game with a dash of exploration and combat. play alone or with friends, explore an alien planet, create multi-story factories, and enter conveyor belt heaven!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/526870/c5211d0931f57d56a927bb1e99c3a7950d35cd1a/capsule_231x87_alt_assets_2.jpg?t=1730110257,Coffee Stain Studios,Coffee Stain Publishing,"Sep 10, 2024","windows, mac, linux",91,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Remote Play on Tablet, Family Sharing","Adventure, Indie, Simulation, Strategy",39.99,http://video.akamai.steamstatic.com/store_trailers/257053861/movie_max_vp9.webm?t=1725980382,Windows 11 or later (64-Bit),Windows 11,6,"Ryzen 5 5600X or i5-12400 or equivalent performance, 6 physical cores minimum","i5 12400K Series, Ryzen 5 5600K Series",80,"Nvidia RTX 2070 or RX 5700, or equivalent performance &amp; VRAM","Nvidia RTX 2070 Series, AMD RX 5700 Series",8,16 GB RAM,16,20 GB,20,7500000,311677381.2,293883,7793883
1089350,NBA 2K20,game,0,FALSE,"Note: all multiplayer servers for nba 2k20 will be shutdown as of 12/31/2021. after that time, all game functions requiring online servers will no longer function.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1089350/capsule_231x87.jpg?t=1663810795,Visual Concepts,2K,"Sep 6, 2019","windows, mac, linux",74,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Simulation, Sports",0.00,http://video.akamai.steamstatic.com/store_trailers/256761258/movie_max.webm?t=1567806897,"Windows 7 64-bit, Windows 8.1 64-bit or Windows 10 64-bit",Windows 7,3,Intel Core i5-4430 @ 3 GHz / AMD FX-8370 @ 3.4 GHz or better,"i5 4430K Series, FX 8370K Series",58,NVIDIA GeForce GTX 770 2GB / AMD Radeon R9 270 2GB or better,Nvidia GTX 770 Series,5,8 GB RAM,8,80 GB,80,7500000,0,-27491,7472509
252490,Rust,game,0,FALSE,"The only aim in rust is to survive. everything wants you to die - the island’s wildlife and other inhabitants, the environment, other survivors. do whatever it takes to last another night.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/252490/21aac0b6e20e1ba12f635e7deb730e32a51afbd5/capsule_231x87.jpg?t=1727957298,Facepunch Studios,Facepunch Studios,"Feb 08, 2018","windows, mac, linux",69,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Stats, Remote Play on Tablet","Action, Adventure, Indie, Massively Multiplayer, RPG",39.99,http://video.akamai.steamstatic.com/store_trailers/256684736/movie_max_vp9.webm?t=1699598112,Windows 11 64bit,Windows 11,6,Intel Core i7-4790K / AMD Ryzen 5 2600 or better,"i7 4790K Series, Ryzen 5 2600K Series",86,RTX 3060 / RX 570 Series or better,"Nvidia RTX 3060 Series, AMD RX 570 Series",9,16 GB RAM,16,35 GB,35,35000000,1346728154,-1323377,33676623
